"@timestamp per month","Average R2S-UMB ID1 precipitation absol mm Act"
"November 1st 2016, 00:00:00.000","14.269"
"December 1st 2016, 00:00:00.000","147.389"
"January 1st 2017, 00:00:00.000","109.567"
"February 1st 2017, 00:00:00.000","116.96"
"March 1st 2017, 00:00:00.000","67.905"
"April 1st 2017, 00:00:00.000","85.864"
"May 1st 2017, 00:00:00.000","19.24"
"June 1st 2017, 00:00:00.000","54.397"
"July 1st 2017, 00:00:00.000","67.034"
