"@timestamp per month","Max R2S-UMB ID1 precipitation absol mm Act"
"November 1st 2016, 00:00:00.000","16.29"
"December 1st 2016, 00:00:00.000","298.99"
"January 1st 2017, 00:00:00.000","220.79"
"February 1st 2017, 00:00:00.000","221.17"
"March 1st 2017, 00:00:00.000","196.84"
"April 1st 2017, 00:00:00.000","145.1"
"May 1st 2017, 00:00:00.000","37.42"
"June 1st 2017, 00:00:00.000","66.92"
"July 1st 2017, 00:00:00.000","67.19"
