WARNING: TIME INFORMATION IS LOCALTIME  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;R2S-UMB ID1 precipitation diff. [mm] Act;R2S-UMB ID1 precipitation absol. [mm] Act;R2S-UMB ID1 precipitation type [] Act;R2S-UMB ID1 sum of drizzle-drops [events] Act;R2S-UMB ID1 sum of rain-drops [events] Act;R2S-UMB ID1 sum of hail [events] Act;R2S-UMB ID1 drizzle flag [] Act;R2S-UMB ID1 rain flag [] Act;R2S-UMB ID1 snow flag [] Act;R2S-UMB ID1 ambient temperature [°C] Act;R2S-UMB ID1 precipitat.intensity [in/h] Act;R2S-UMB ID1 sum of hail [] Act;R2S-UMB ID1 sum of rain-drops [] Act
2017-02-09;0.0000;117.2900;    0;    0;    0;    0;    0;    0;    0;22.9600;0.0000;    0;   59
2017-02-09 00:01:00;0.0000;117.2900;    0;    0;    0;    0;    0;    0;    0;23.0500;0.0000;    0;   58
2017-02-09 00:02:00;0.0000;117.2900;    0;    0;    0;    0;    0;    0;    0;23.0500;0.0000;    0;   57
2017-02-09 00:03:00;0.0000;117.2900;    0;    0;    0;    0;    0;    0;    0;23.0500;0.0000;    0;   56
2017-02-09 00:04:00;0.0000;117.2900;    0;    0;    0;    0;    0;    0;    0;23.0500;0.0000;    0;   55
2017-02-09 00:05:00;0.0000;117.2900;    0;    0;    0;    0;    0;    0;    0;23.0500;0.0000;    0;   54
2017-02-09 00:06:00;0.0000;117.2900;    0;    0;    0;    0;    0;    0;    0;23.1400;0.0000;    0;   53
2017-02-09 00:07:00;0.0000;117.2900;    0;    0;    0;    0;    0;    0;    0;22.9600;0.0000;    0;   52
2017-02-09 00:08:00;0.0000;117.2900;    0;    0;    0;    0;    0;    0;    0;22.9600;0.0000;    0;   51
2017-02-09 00:09:00;0.0000;117.2900;    0;    0;    0;    0;    0;    0;    0;23.0500;0.0000;    0;   50
2017-02-09 00:10:00;0.0000;117.2900;    0;    0;    0;    0;    0;    0;    0;23.0500;0.0000;    0;   49
2017-02-09 00:11:00;0.0000;117.2900;    0;    0;    0;    0;    0;    0;    0;23.0500;0.0000;    0;   48
2017-02-09 00:12:00;0.0000;117.2900;    0;    0;    0;    0;    0;    0;    0;23.1400;0.0000;    0;   47
2017-02-09 00:13:00;0.0000;117.2900;    0;    0;    0;    0;    0;    0;    0;23.0500;0.0000;    0;   46
