WARNING: TIME INFORMATION IS LOCALTIME  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;R2S-UMB ID1 precipitation diff. [mm] Act;R2S-UMB ID1 precipitation absol. [mm] Act;R2S-UMB ID1 precipitation type [] Act;R2S-UMB ID1 sum of drizzle-drops [events] Act;R2S-UMB ID1 sum of rain-drops [events] Act;R2S-UMB ID1 sum of hail [events] Act;R2S-UMB ID1 drizzle flag [] Act;R2S-UMB ID1 rain flag [] Act;R2S-UMB ID1 snow flag [] Act;R2S-UMB ID1 ambient temperature [°C] Act;R2S-UMB ID1 precipitat.intensity [in/h] Act;R2S-UMB ID1 sum of hail [] Act;R2S-UMB ID1 sum of rain-drops [] Act
2017-03-18;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;22.2500;0.0000;    0;    0
2017-03-18 00:01:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;22.3400;0.0000;    0;    0
2017-03-18 00:02:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;22.4300;0.0000;    0;    0
2017-03-18 00:03:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;22.3400;0.0000;    0;    0
2017-03-18 00:04:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;22.4300;0.0000;    0;    0
2017-03-18 00:05:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;22.3400;0.0000;    0;    0
2017-03-18 00:06:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;22.3400;0.0000;    0;    0
2017-03-18 00:07:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;22.3400;0.0000;    0;    0
2017-03-18 00:08:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;22.4300;0.0000;    0;    0
2017-03-18 00:09:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;22.4300;0.0000;    0;    0
2017-03-18 00:10:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;22.2500;0.0000;    0;    0
2017-03-18 00:11:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;22.0700;0.0000;    0;    0
2017-03-18 00:12:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;21.9800;0.0000;    0;    0
2017-03-18 00:13:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;21.9000;0.0000;    0;    0
2017-03-18 00:14:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;21.8100;0.0000;    0;    0
2017-03-18 00:15:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;21.8100;0.0000;    0;    0
2017-03-18 00:16:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;21.8100;0.0000;    0;    0
2017-03-18 00:17:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;21.8100;0.0000;    0;    0
2017-03-18 00:18:00;0.0000;58.6200;    0;    0;    0;    0;    0;    0;    0;21.9800;0.0000;    0;    0
