WARNING: TIME INFORMATION IS LOCALTIME  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;R2S-UMB ID1 precipitation absol. [l/m²] Act;R2S-UMB ID1 precipitation type [] Act;R2S-UMB ID1 precipitation diff. [l/m²] Act;R2S-UMB ID1 precipitation diff. [mm] Act;R2S-UMB ID1 precipitation absol. [mm] Act;R2S-UMB ID1 sum of drizzle-drops [events] Act;R2S-UMB ID1 sum of rain-drops [events] Act;R2S-UMB ID1 sum of hail [events] Act;R2S-UMB ID1 sum of particles [events] Act;R2S-UMB ID1 drizzle flag [] Act;R2S-UMB ID1 rain flag [] Act;R2S-UMB ID1 snow flag [] Act;R2S-UMB ID1 hail flag [] Act;R2S-UMB ID1 ambient temperature [°C] Act;R2S-UMB ID1 sum of snow-flakes [] Act;R2S-UMB ID1 precipitat.intensity [in/h] Act;R2S-UMB ID1 sum of hail [] Act
2017-06-03 00:00:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:01:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4100;    0;0.0000;    0
2017-06-03 00:02:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4100;    0;0.0000;    0
2017-06-03 00:03:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4900;    0;0.0000;    0
2017-06-03 00:04:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4900;    0;0.0000;    0
2017-06-03 00:05:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4900;    0;0.0000;    0
2017-06-03 00:06:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4900;    0;0.0000;    0
2017-06-03 00:07:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.5600;    0;0.0000;    0
2017-06-03 00:08:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.6400;    0;0.0000;    0
2017-06-03 00:09:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.6400;    0;0.0000;    0
2017-06-03 00:10:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.6400;    0;0.0000;    0
2017-06-03 00:11:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.7200;    0;0.0000;    0
2017-06-03 00:12:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.7200;    0;0.0000;    0
2017-06-03 00:13:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.6400;    0;0.0000;    0
2017-06-03 00:14:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.6400;    0;0.0000;    0
2017-06-03 00:15:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.5600;    0;0.0000;    0
2017-06-03 00:16:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.5600;    0;0.0000;    0
2017-06-03 00:17:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.5600;    0;0.0000;    0
2017-06-03 00:18:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4900;    0;0.0000;    0
2017-06-03 00:19:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4900;    0;0.0000;    0
2017-06-03 00:20:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4900;    0;0.0000;    0
2017-06-03 00:21:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4900;    0;0.0000;    0
2017-06-03 00:22:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4100;    0;0.0000;    0
2017-06-03 00:23:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:24:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.2500;    0;0.0000;    0
2017-06-03 00:25:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.2500;    0;0.0000;    0
2017-06-03 00:26:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.2500;    0;0.0000;    0
2017-06-03 00:27:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:28:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:29:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:30:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4100;    0;0.0000;    0
2017-06-03 00:31:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:32:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:33:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:34:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:35:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:36:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:37:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.2500;    0;0.0000;    0
2017-06-03 00:38:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.2500;    0;0.0000;    0
2017-06-03 00:39:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.2500;    0;0.0000;    0
2017-06-03 00:40:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.1700;    0;0.0000;    0
2017-06-03 00:41:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.1700;    0;0.0000;    0
2017-06-03 00:42:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.2500;    0;0.0000;    0
2017-06-03 00:43:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.2500;    0;0.0000;    0
2017-06-03 00:44:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.2500;    0;0.0000;    0
2017-06-03 00:45:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:46:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:47:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:48:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:49:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:50:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4100;    0;0.0000;    0
2017-06-03 00:51:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4100;    0;0.0000;    0
2017-06-03 00:52:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4100;    0;0.0000;    0
2017-06-03 00:53:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4100;    0;0.0000;    0
2017-06-03 00:54:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:55:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4100;    0;0.0000;    0
2017-06-03 00:56:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:57:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:58:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 00:59:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.2500;    0;0.0000;    0
2017-06-03 01:00:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.2500;    0;0.0000;    0
2017-06-03 01:01:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 01:02:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 01:03:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.2500;    0;0.0000;    0
2017-06-03 01:04:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.2500;    0;0.0000;    0
2017-06-03 01:05:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 01:06:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.3300;    0;0.0000;    0
2017-06-03 01:07:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4100;    0;0.0000;    0
2017-06-03 01:08:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4900;    0;0.0000;    0
2017-06-03 01:09:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4900;    0;0.0000;    0
2017-06-03 01:10:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4900;    0;0.0000;    0
2017-06-03 01:11:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.5600;    0;0.0000;    0
2017-06-03 01:12:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.6400;    0;0.0000;    0
2017-06-03 01:13:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.7200;    0;0.0000;    0
2017-06-03 01:14:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.7200;    0;0.0000;    0
2017-06-03 01:15:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8000;    0;0.0000;    0
2017-06-03 01:16:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8000;    0;0.0000;    0
2017-06-03 01:17:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8700;    0;0.0000;    0
2017-06-03 01:18:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.7200;    0;0.0000;    0
2017-06-03 01:19:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.6400;    0;0.0000;    0
2017-06-03 01:20:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.6400;    0;0.0000;    0
2017-06-03 01:21:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.6400;    0;0.0000;    0
2017-06-03 01:22:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.7200;    0;0.0000;    0
2017-06-03 01:23:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8000;    0;0.0000;    0
2017-06-03 01:24:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8700;    0;0.0000;    0
2017-06-03 01:25:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8700;    0;0.0000;    0
2017-06-03 01:26:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8000;    0;0.0000;    0
2017-06-03 01:27:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.6400;    0;0.0000;    0
2017-06-03 01:28:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4100;    0;0.0000;    0
2017-06-03 01:29:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.4100;    0;0.0000;    0
2017-06-03 01:30:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.5600;    0;0.0000;    0
2017-06-03 01:31:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.6400;    0;0.0000;    0
2017-06-03 01:32:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8000;    0;0.0000;    0
2017-06-03 01:33:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8700;    0;0.0000;    0
2017-06-03 01:34:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8700;    0;0.0000;    0
2017-06-03 01:35:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.9500;    0;0.0000;    0
2017-06-03 01:36:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.0300;    0;0.0000;    0
2017-06-03 01:37:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.0300;    0;0.0000;    0
2017-06-03 01:38:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.0300;    0;0.0000;    0
2017-06-03 01:39:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.0300;    0;0.0000;    0
2017-06-03 01:40:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.9500;    0;0.0000;    0
2017-06-03 01:41:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8700;    0;0.0000;    0
2017-06-03 01:42:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8700;    0;0.0000;    0
2017-06-03 01:43:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.9500;    0;0.0000;    0
2017-06-03 01:44:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.0300;    0;0.0000;    0
2017-06-03 01:45:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1100;    0;0.0000;    0
2017-06-03 01:46:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1100;    0;0.0000;    0
2017-06-03 01:47:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1100;    0;0.0000;    0
2017-06-03 01:48:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.0300;    0;0.0000;    0
2017-06-03 01:49:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.9500;    0;0.0000;    0
2017-06-03 01:50:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.9500;    0;0.0000;    0
2017-06-03 01:51:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.9500;    0;0.0000;    0
2017-06-03 01:52:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8000;    0;0.0000;    0
2017-06-03 01:53:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8700;    0;0.0000;    0
2017-06-03 01:54:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.9500;    0;0.0000;    0
2017-06-03 01:55:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.9500;    0;0.0000;    0
2017-06-03 01:56:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8700;    0;0.0000;    0
2017-06-03 01:57:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8000;    0;0.0000;    0
2017-06-03 01:58:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8700;    0;0.0000;    0
2017-06-03 01:59:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8700;    0;0.0000;    0
2017-06-03 02:00:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8700;    0;0.0000;    0
2017-06-03 02:01:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8700;    0;0.0000;    0
2017-06-03 02:02:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.9500;    0;0.0000;    0
2017-06-03 02:03:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.9500;    0;0.0000;    0
2017-06-03 02:04:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.9500;    0;0.0000;    0
2017-06-03 02:05:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.0300;    0;0.0000;    0
2017-06-03 02:06:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.0300;    0;0.0000;    0
2017-06-03 02:07:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.0300;    0;0.0000;    0
2017-06-03 02:08:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.0300;    0;0.0000;    0
2017-06-03 02:09:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.0300;    0;0.0000;    0
2017-06-03 02:10:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.9500;    0;0.0000;    0
2017-06-03 02:11:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.9500;    0;0.0000;    0
2017-06-03 02:12:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.0300;    0;0.0000;    0
2017-06-03 02:13:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1100;    0;0.0000;    0
2017-06-03 02:14:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1100;    0;0.0000;    0
2017-06-03 02:15:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.2700;    0;0.0000;    0
2017-06-03 02:16:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.2700;    0;0.0000;    0
2017-06-03 02:17:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.2700;    0;0.0000;    0
2017-06-03 02:18:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1900;    0;0.0000;    0
2017-06-03 02:19:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1900;    0;0.0000;    0
2017-06-03 02:20:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.0300;    0;0.0000;    0
2017-06-03 02:21:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.9500;    0;0.0000;    0
2017-06-03 02:22:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.8700;    0;0.0000;    0
2017-06-03 02:23:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;13.9500;    0;0.0000;    0
2017-06-03 02:24:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.0300;    0;0.0000;    0
2017-06-03 02:25:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1100;    0;0.0000;    0
2017-06-03 02:26:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1900;    0;0.0000;    0
2017-06-03 02:27:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1900;    0;0.0000;    0
2017-06-03 02:28:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1100;    0;0.0000;    0
2017-06-03 02:29:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1100;    0;0.0000;    0
2017-06-03 02:30:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.0300;    0;0.0000;    0
2017-06-03 02:31:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1100;    0;0.0000;    0
2017-06-03 02:32:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1100;    0;0.0000;    0
2017-06-03 02:33:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1100;    0;0.0000;    0
2017-06-03 02:34:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1900;    0;0.0000;    0
2017-06-03 02:35:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1900;    0;0.0000;    0
2017-06-03 02:36:10;37.4200;    0;0.0000;0.0000;37.4200;    0;    0;    0;    0;    0;    0;    0;    0;14.1900;    0;0.0000;    0
