WARNING: TIME INFORMATION IS LOCALTIME  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;R2S-UMB ID1 precipitation diff. [mm] Act;R2S-UMB ID1 precipitation absol. [mm] Act;R2S-UMB ID1 precipitation type [] Act;R2S-UMB ID1 sum of drizzle-drops [events] Act;R2S-UMB ID1 sum of rain-drops [events] Act;R2S-UMB ID1 sum of hail [events] Act;R2S-UMB ID1 drizzle flag [] Act;R2S-UMB ID1 rain flag [] Act;R2S-UMB ID1 snow flag [] Act;R2S-UMB ID1 ambient temperature [°C] Act;R2S-UMB ID1 precipitat.intensity [in/h] Act;R2S-UMB ID1 sum of hail [] Act;R2S-UMB ID1 sum of rain-drops [] Act
2017-07-06 00:00:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.5400;0.0000;    0;    0
2017-07-06 00:01:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.3100;0.0000;    0;    0
2017-07-06 00:02:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.3100;0.0000;    0;    0
2017-07-06 00:03:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.4600;0.0000;    0;    0
2017-07-06 00:04:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.1500;0.0000;    0;    0
2017-07-06 00:05:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.2300;0.0000;    0;    0
2017-07-06 00:06:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.3900;0.0000;    0;    0
2017-07-06 00:07:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.3900;0.0000;    0;    0
2017-07-06 00:08:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.3900;0.0000;    0;    0
2017-07-06 00:09:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.1500;0.0000;    0;    0
2017-07-06 00:10:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.4600;0.0000;    0;    0
2017-07-06 00:11:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.4600;0.0000;    0;    0
2017-07-06 00:12:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.5400;0.0000;    0;    0
2017-07-06 00:13:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.4600;0.0000;    0;    0
2017-07-06 00:14:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.6900;0.0000;    0;    0
2017-07-06 00:15:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.8500;0.0000;    0;    0
2017-07-06 00:16:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.7700;0.0000;    0;    0
2017-07-06 00:17:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.6900;0.0000;    0;    0
2017-07-06 00:18:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.5400;0.0000;    0;    0
2017-07-06 00:19:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.0700;0.0000;    0;    0
2017-07-06 00:20:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.2300;0.0000;    0;    0
2017-07-06 00:21:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.7700;0.0000;    0;    0
2017-07-06 00:22:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.5400;0.0000;    0;    0
2017-07-06 00:23:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.4600;0.0000;    0;    0
2017-07-06 00:24:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.6200;0.0000;    0;    0
2017-07-06 00:25:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.6200;0.0000;    0;    0
2017-07-06 00:26:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.6900;0.0000;    0;    0
2017-07-06 00:27:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.5400;0.0000;    0;    0
2017-07-06 00:28:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.3100;0.0000;    0;    0
2017-07-06 00:29:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.0700;0.0000;    0;    0
2017-07-06 00:30:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.3100;0.0000;    0;    0
2017-07-06 00:31:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.3900;0.0000;    0;    0
2017-07-06 00:32:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.4600;0.0000;    0;    0
2017-07-06 00:33:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.4600;0.0000;    0;    0
2017-07-06 00:34:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.6900;0.0000;    0;    0
2017-07-06 00:35:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.6200;0.0000;    0;    0
2017-07-06 00:36:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.6900;0.0000;    0;    0
2017-07-06 00:37:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.6900;0.0000;    0;    0
2017-07-06 00:38:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.9200;0.0000;    0;    0
2017-07-06 00:39:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.0700;0.0000;    0;    0
2017-07-06 00:40:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.1500;0.0000;    0;    0
2017-07-06 00:41:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.3900;0.0000;    0;    0
2017-07-06 00:42:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.3100;0.0000;    0;    0
2017-07-06 00:43:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.2300;0.0000;    0;    0
2017-07-06 00:44:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.1500;0.0000;    0;    0
2017-07-06 00:45:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.0700;0.0000;    0;    0
2017-07-06 00:46:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.0000;0.0000;    0;    0
2017-07-06 00:47:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.0700;0.0000;    0;    0
2017-07-06 00:48:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.9200;0.0000;    0;    0
2017-07-06 00:49:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.7700;0.0000;    0;    0
2017-07-06 00:50:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.6900;0.0000;    0;    0
2017-07-06 00:51:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.6200;0.0000;    0;    0
2017-07-06 00:52:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.5400;0.0000;    0;    0
2017-07-06 00:53:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.6200;0.0000;    0;    0
2017-07-06 00:54:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.6900;0.0000;    0;    0
2017-07-06 00:55:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.8400;0.0000;    0;    0
2017-07-06 00:56:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;9.8400;0.0000;    0;    0
2017-07-06 00:57:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.0000;0.0000;    0;    0
2017-07-06 00:58:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.1500;0.0000;    0;    0
2017-07-06 00:59:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.1500;0.0000;    0;    0
2017-07-06 01:00:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.1500;0.0000;    0;    0
2017-07-06 01:01:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.0700;0.0000;    0;    0
2017-07-06 01:02:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.1500;0.0000;    0;    0
2017-07-06 01:03:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.2300;0.0000;    0;    0
2017-07-06 01:04:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.3100;0.0000;    0;    0
2017-07-06 01:05:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.3100;0.0000;    0;    0
2017-07-06 01:06:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.3100;0.0000;    0;    0
2017-07-06 01:07:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.3900;0.0000;    0;    0
2017-07-06 01:08:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.3900;0.0000;    0;    0
2017-07-06 01:09:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.4600;0.0000;    0;    0
2017-07-06 01:10:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.3100;0.0000;    0;    0
2017-07-06 01:11:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.0700;0.0000;    0;    0
2017-07-06 01:12:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.2300;0.0000;    0;    0
2017-07-06 01:13:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.4600;0.0000;    0;    0
2017-07-06 01:14:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.4600;0.0000;    0;    0
2017-07-06 01:15:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.4600;0.0000;    0;    0
2017-07-06 01:16:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.5400;0.0000;    0;    0
2017-07-06 01:17:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.6900;0.0000;    0;    0
2017-07-06 01:18:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.6900;0.0000;    0;    0
2017-07-06 01:19:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.7700;0.0000;    0;    0
2017-07-06 01:20:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.7700;0.0000;    0;    0
2017-07-06 01:21:01;0.0000;67.1900;    0;    0;    0;    0;    0;    0;    0;10.8500;0.0000;    0;    0
