WARNING: TIME INFORMATION IS LOCALTIME  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;R2S-UMB ID1 precipitation diff. [mm] Act;R2S-UMB ID1 precipitation absol. [mm] Act;R2S-UMB ID1 precipitation type [] Act;R2S-UMB ID1 sum of drizzle-drops [events] Act;R2S-UMB ID1 sum of rain-drops [events] Act;R2S-UMB ID1 sum of hail [events] Act;R2S-UMB ID1 drizzle flag [] Act;R2S-UMB ID1 rain flag [] Act;R2S-UMB ID1 snow flag [] Act;R2S-UMB ID1 ambient temperature [°C] Act;R2S-UMB ID1 precipitat.intensity [in/h] Act;R2S-UMB ID1 sum of hail [] Act;R2S-UMB ID1 sum of rain-drops [] Act
2017-01-18;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;22.9600;0.0000;    0;  242
2017-01-18 00:01:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.3300;0.0000;    0;  241
2017-01-18 00:02:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.4200;0.0000;    0;  240
2017-01-18 00:03:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.4200;0.0000;    0;  239
2017-01-18 00:04:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.5100;0.0000;    0;  238
2017-01-18 00:05:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.2400;0.0000;    0;  237
2017-01-18 00:06:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.3300;0.0000;    0;  236
2017-01-18 00:07:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.0500;0.0000;    0;  235
2017-01-18 00:08:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;22.9600;0.0000;    0;  234
2017-01-18 00:09:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.1400;0.0000;    0;  233
2017-01-18 00:10:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.1400;0.0000;    0;  232
2017-01-18 00:11:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.3300;0.0000;    0;  231
2017-01-18 00:12:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.2400;0.0000;    0;  230
2017-01-18 00:13:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.2400;0.0000;    0;  232
2017-01-18 00:14:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.4200;0.0000;    0;  231
2017-01-18 00:15:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.6000;0.0000;    0;  230
2017-01-18 00:16:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.6900;0.0000;    0;  229
2017-01-18 00:17:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.6900;0.0000;    0;  228
2017-01-18 00:18:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.8700;0.0000;    0;  227
2017-01-18 00:19:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.8700;0.0000;    0;  226
2017-01-18 00:20:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.8700;0.0000;    0;  225
2017-01-18 00:21:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.7800;0.0000;    0;  224
2017-01-18 00:22:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.9600;0.0000;    0;  223
2017-01-18 00:23:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.8700;0.0000;    0;  222
2017-01-18 00:24:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.8700;0.0000;    0;  221
2017-01-18 00:25:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;23.8700;0.0000;    0;  220
2017-01-18 00:26:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;24.0500;0.0000;    0;  219
2017-01-18 00:27:00;0.0000;109.0900;    0;    0;    0;    0;    0;    0;    0;24.1400;0.0000;    0;  218
