WARNING: TIME INFORMATION IS LOCALTIME  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017-06-19 08:34:44;R2S-UMB ID1 precipitation diff. [mm] Act;R2S-UMB ID1 precipitation absol. [mm] Act;R2S-UMB ID1 precipitation type [] Act;R2S-UMB ID1 sum of drizzle-drops [events] Act;R2S-UMB ID1 sum of rain-drops [events] Act;R2S-UMB ID1 sum of hail [events] Act;R2S-UMB ID1 drizzle flag [] Act;R2S-UMB ID1 rain flag [] Act;R2S-UMB ID1 snow flag [] Act;R2S-UMB ID1 ambient temperature [°C] Act;R2S-UMB ID1 precipitat.intensity [in/h] Act;R2S-UMB ID1 sum of hail [] Act;R2S-UMB ID1 sum of rain-drops [] Act
2017-06-19 08:34:44;0.0000;66.8200;    0;   10;    0;    0;    0;    0;    0;20.4200;0.0000;    0;    0
2017-06-19 08:35:00;R2S-UMB ID1 precipitation diff. [mm] Act;R2S-UMB ID1 precipitation absol. [mm] Act;R2S-UMB ID1 precipitation type [] Act;R2S-UMB ID1 sum of drizzle-drops [events] Act;R2S-UMB ID1 sum of rain-drops [events] Act;R2S-UMB ID1 sum of hail [events] Act;R2S-UMB ID1 drizzle flag [] Act;R2S-UMB ID1 rain flag [] Act;R2S-UMB ID1 snow flag [] Act;R2S-UMB ID1 ambient temperature [°C] Act;R2S-UMB ID1 precipitat.intensity [in/h] Act;R2S-UMB ID1 sum of hail [] Act;R2S-UMB ID1 sum of rain-drops [] Act
2017-06-19 08:35:01;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;20.3300;0.0000;    0;    0
2017-06-19 08:36:00;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;20.5100;0.0000;    0;    0
2017-06-19 08:37:00;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;21.2900;0.0000;    0;    0
2017-06-19 08:38:00;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;20.8500;0.0000;    0;    0
2017-06-19 08:39:00;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;21.4600;0.0000;    0;    0
2017-06-19 08:40:00;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;22.0700;0.0000;    0;    0
2017-06-19 08:41:00;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;21.7200;0.0000;    0;    0
2017-06-19 08:42:00;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;22.1600;0.0000;    0;    0
2017-06-19 08:43:01;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;21.5500;0.0000;    0;    0
2017-06-19 08:44:00;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;21.1100;0.0000;    0;    0
2017-06-19 08:45:00;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;21.2900;0.0000;    0;    0
2017-06-19 08:46:00;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2017-06-19 08:47:00;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;20.7600;0.0000;    0;    0
2017-06-19 08:48:01;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;21.1100;0.0000;    0;    0
2017-06-19 08:49:01;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;20.9300;0.0000;    0;    0
2017-06-19 08:50:01;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;20.5100;0.0000;    0;    0
2017-06-19 08:51:01;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;21.5500;0.0000;    0;    0
2017-06-19 08:52:01;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;22.3400;0.0000;    0;    0
2017-06-19 08:53:01;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;21.6400;0.0000;    0;    0
2017-06-19 08:54:01;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;21.7200;0.0000;    0;    0
2017-06-19 08:55:01;0.0000;66.8200;    0;    0;    0;    0;    0;    0;    0;21.5500;0.0000;    0;    0
