WARNING: TIME INFORMATION IS LOCALTIME  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;R2S-UMB ID1 precipitation diff. [mm] Act;R2S-UMB ID1 precipitation absol. [mm] Act;R2S-UMB ID1 precipitation type [] Act;R2S-UMB ID1 sum of drizzle-drops [events] Act;R2S-UMB ID1 sum of rain-drops [events] Act;R2S-UMB ID1 sum of hail [events] Act;R2S-UMB ID1 drizzle flag [] Act;R2S-UMB ID1 rain flag [] Act;R2S-UMB ID1 snow flag [] Act;R2S-UMB ID1 ambient temperature [°C] Act;R2S-UMB ID1 precipitat.intensity [in/h] Act;R2S-UMB ID1 sum of hail [] Act;R2S-UMB ID1 sum of rain-drops [] Act
2016-11-30 00:00:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;   30
2016-11-30 00:01:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;   29
2016-11-30 00:02:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   32
2016-11-30 00:03:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;   34
2016-11-30 00:04:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   35
2016-11-30 00:05:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   34
2016-11-30 00:06:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   33
2016-11-30 00:07:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.0700;0.0000;    0;   32
2016-11-30 00:08:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   31
2016-11-30 00:09:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   32
2016-11-30 00:10:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.0700;0.0000;    0;   31
2016-11-30 00:11:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   30
2016-11-30 00:12:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   29
2016-11-30 00:13:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   28
2016-11-30 00:14:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   27
2016-11-30 00:15:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   27
2016-11-30 00:16:54;0.0000;13.7800;    0;   19;    0;    0;    1;    0;    0;20.2500;0.0000;    0;   61
2016-11-30 00:17:54;0.0000;13.7800;    0;   34;    0;    0;    1;    0;    0;20.2500;0.0000;    0;   79
2016-11-30 00:18:54;0.0000;13.7800;    0;    2;    0;    0;    0;    0;    0;20.2500;0.0000;    0;   79
2016-11-30 00:19:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   78
2016-11-30 00:20:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   77
2016-11-30 00:21:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   76
2016-11-30 00:22:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   75
2016-11-30 00:23:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   74
2016-11-30 00:24:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   73
2016-11-30 00:25:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;   72
2016-11-30 00:26:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.3300;0.0000;    0;   71
2016-11-30 00:27:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.3300;0.0000;    0;   70
2016-11-30 00:28:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.5100;0.0000;    0;   69
2016-11-30 00:29:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.5100;0.0000;    0;   68
2016-11-30 00:30:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.5900;0.0000;    0;   67
2016-11-30 00:31:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.5100;0.0000;    0;   66
2016-11-30 00:32:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.5100;0.0000;    0;   65
2016-11-30 00:33:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.4200;0.0000;    0;   66
2016-11-30 00:34:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.4200;0.0000;    0;   65
2016-11-30 00:35:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.5100;0.0000;    0;   64
2016-11-30 00:36:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.5100;0.0000;    0;   63
2016-11-30 00:37:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.5100;0.0000;    0;   62
2016-11-30 00:38:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.5100;0.0000;    0;   61
2016-11-30 00:39:54;0.0000;13.7800;    0;    0;    0;    0;    0;    0;    0;20.5100;0.0000;    0;   60
2016-11-30 00:40:54;0.0000;13.7800;    0;   44;    0;    0;    1;    0;    0;20.5100;0.0000;    0;  138
2016-11-30 00:41:54;0.0000;13.7800;    0;   79;    0;    0;    0;    0;    0;20.5100;0.0000;    0;  197
2016-11-30 00:42:54;0.0100;13.7900;   60;   24;    0;    0;    1;    0;    0;20.5100;0.0236;    0;    3
2016-11-30 00:43:54;0.0000;13.7900;   60;    4;    0;    0;    0;    0;    0;20.5100;0.0000;    0;   14
2016-11-30 00:44:54;0.0000;13.7900;    0;   31;    0;    0;    0;    0;    0;20.3300;0.0000;    0;   38
2016-11-30 00:45:54;0.0000;13.7900;    0;   18;    0;    0;    1;    0;    0;20.3300;0.0000;    0;   58
2016-11-30 00:46:54;0.0000;13.7900;    0;   46;    0;    0;    1;    0;    0;20.2500;0.0000;    0;   99
2016-11-30 00:47:54;0.0000;13.7900;    0;   12;    0;    0;    1;    0;    0;20.1600;0.0000;    0;  109
2016-11-30 00:48:54;0.0000;13.7900;    0;    8;    0;    0;    0;    0;    0;20.0700;0.0000;    0;  115
2016-11-30 00:49:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;  119
2016-11-30 00:50:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;  118
2016-11-30 00:51:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;  118
2016-11-30 00:52:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;  117
2016-11-30 00:53:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;19.9000;0.0000;    0;  118
2016-11-30 00:54:54;0.0000;13.7900;    0;   15;    0;    0;    1;    0;    0;19.9000;0.0000;    0;  131
2016-11-30 00:55:54;0.0000;13.7900;    0;   12;    0;    0;    0;    0;    0;19.9000;0.0000;    0;  141
2016-11-30 00:56:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;19.9000;0.0000;    0;  142
2016-11-30 00:57:54;0.0000;13.7900;    0;    8;    0;    0;    0;    0;    0;19.9900;0.0000;    0;  148
2016-11-30 00:58:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;  147
2016-11-30 00:59:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;  146
2016-11-30 01:00:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;  147
2016-11-30 01:01:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;  146
2016-11-30 01:02:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;  145
2016-11-30 01:03:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;  144
2016-11-30 01:04:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;20.0700;0.0000;    0;  143
2016-11-30 01:05:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;20.0700;0.0000;    0;  142
2016-11-30 01:06:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;20.0700;0.0000;    0;  141
2016-11-30 01:07:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;20.0700;0.0000;    0;  140
2016-11-30 01:08:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;  139
2016-11-30 01:09:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;  138
2016-11-30 01:10:54;0.0000;13.7900;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;  139
