WARNING: TIME INFORMATION IS LOCALTIME  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;R2S-UMB ID1 precipitation diff. [mm] Act;R2S-UMB ID1 precipitation absol. [mm] Act;R2S-UMB ID1 precipitation type [] Act;R2S-UMB ID1 sum of drizzle-drops [events] Act;R2S-UMB ID1 sum of rain-drops [events] Act;R2S-UMB ID1 sum of hail [events] Act;R2S-UMB ID1 drizzle flag [] Act;R2S-UMB ID1 rain flag [] Act;R2S-UMB ID1 snow flag [] Act;R2S-UMB ID1 ambient temperature [°C] Act;R2S-UMB ID1 precipitat.intensity [in/h] Act;R2S-UMB ID1 sum of hail [] Act;R2S-UMB ID1 sum of rain-drops [] Act
2016-12-06 00:00:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:01:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:02:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:03:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:04:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2016-12-06 00:05:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:06:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2016-12-06 00:07:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2016-12-06 00:08:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2016-12-06 00:09:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:10:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2016-12-06 00:11:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:12:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2016-12-06 00:13:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:14:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2016-12-06 00:15:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:16:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2016-12-06 00:17:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    1
2016-12-06 00:18:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:19:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:20:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:21:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:22:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    1
2016-12-06 00:23:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:24:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2016-12-06 00:25:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:26:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    2
2016-12-06 00:27:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    1
2016-12-06 00:28:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2016-12-06 00:29:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2016-12-06 00:30:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2016-12-06 00:31:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2016-12-06 00:32:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2016-12-06 00:33:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2016-12-06 00:34:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2016-12-06 00:35:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.2500;0.0000;    0;    0
2016-12-06 00:36:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:37:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:38:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:39:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:40:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-06 00:41:54;0.0000;57.8200;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
