WARNING: TIME INFORMATION IS LOCALTIME  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017-01-23 09:28:00;R2S-UMB ID1 precipitation diff. [mm] Act;R2S-UMB ID1 precipitation absol. [mm] Act;R2S-UMB ID1 precipitation type [] Act;R2S-UMB ID1 sum of drizzle-drops [events] Act;R2S-UMB ID1 sum of rain-drops [events] Act;R2S-UMB ID1 sum of hail [events] Act;R2S-UMB ID1 drizzle flag [] Act;R2S-UMB ID1 rain flag [] Act;R2S-UMB ID1 snow flag [] Act;R2S-UMB ID1 ambient temperature [°C] Act;R2S-UMB ID1 precipitat.intensity [in/h] Act;R2S-UMB ID1 sum of hail [] Act;R2S-UMB ID1 sum of rain-drops [] Act
2017-01-23 11:45:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;24.9700;0.0000;    0;   19
2017-01-23 11:46:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;24.8800;0.0000;    0;   19
2017-01-23 11:47:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.2600;0.0000;    0;   18
2017-01-23 11:48:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;24.7000;0.0000;    0;   17
2017-01-23 11:49:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;24.7900;0.0000;    0;   16
2017-01-23 11:50:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;24.9700;0.0000;    0;   20
2017-01-23 11:51:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.7300;0.0000;    0;   21
2017-01-23 11:52:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;26.0100;0.0000;    0;   21
2017-01-23 11:53:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.9200;0.0000;    0;   20
2017-01-23 11:54:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.3600;0.0000;    0;   19
