WARNING: TIME INFORMATION IS LOCALTIME  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;R2S-UMB ID1 precipitation diff. [mm] Act;R2S-UMB ID1 precipitation absol. [mm] Act;R2S-UMB ID1 precipitation type [] Act;R2S-UMB ID1 sum of drizzle-drops [events] Act;R2S-UMB ID1 sum of rain-drops [events] Act;R2S-UMB ID1 sum of hail [events] Act;R2S-UMB ID1 drizzle flag [] Act;R2S-UMB ID1 rain flag [] Act;R2S-UMB ID1 snow flag [] Act;R2S-UMB ID1 ambient temperature [°C] Act;R2S-UMB ID1 precipitat.intensity [in/h] Act;R2S-UMB ID1 sum of hail [] Act;R2S-UMB ID1 sum of rain-drops [] Act
2016-12-05 00:00:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-05 00:01:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-05 00:02:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;20.0700;0.0000;    0;    0
2016-12-05 00:03:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-05 00:04:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    0
2016-12-05 00:05:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;    1
2016-12-05 00:06:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;20.0700;0.0000;    0;    0
2016-12-05 00:07:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;20.0700;0.0000;    0;    0
2016-12-05 00:08:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;20.0700;0.0000;    0;    0
2016-12-05 00:09:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;20.0700;0.0000;    0;    0
2016-12-05 00:10:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;20.0700;0.0000;    0;    0
2016-12-05 00:11:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;20.0700;0.0000;    0;    0
2016-12-05 00:12:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;20.0700;0.0000;    0;    0
2016-12-05 00:13:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;    0
2016-12-05 00:14:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;    0
2016-12-05 00:15:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;    0
2016-12-05 00:16:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;    0
2016-12-05 00:17:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;    0
2016-12-05 00:18:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;    0
2016-12-05 00:19:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;    0
2016-12-05 00:20:54;0.0000;54.7800;    0;    0;    0;    0;    0;    0;    0;19.9900;0.0000;    0;    0
