WARNING: TIME INFORMATION IS LOCALTIME  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;R2S-UMB ID1 precipitation diff. [mm] Act;R2S-UMB ID1 precipitation absol. [mm] Act;R2S-UMB ID1 precipitation type [] Act;R2S-UMB ID1 sum of drizzle-drops [events] Act;R2S-UMB ID1 sum of rain-drops [events] Act;R2S-UMB ID1 sum of hail [events] Act;R2S-UMB ID1 drizzle flag [] Act;R2S-UMB ID1 rain flag [] Act;R2S-UMB ID1 snow flag [] Act;R2S-UMB ID1 ambient temperature [°C] Act;R2S-UMB ID1 precipitat.intensity [in/h] Act;R2S-UMB ID1 sum of hail [] Act;R2S-UMB ID1 sum of rain-drops [] Act
2017-01-21;0.0200;165.0100;   60;   14;   27;    2;    1;    1;    0;20.3300;0.0236;    1;    9
2017-01-21 00:01:00;0.0300;165.0400;   60;   18;   31;    0;    1;    1;    0;20.3300;0.0945;    0;   13
2017-01-21 00:02:00;0.0500;165.0900;   60;   18;   34;    0;    1;    1;    0;20.3300;0.0945;    0;    1
2017-01-21 00:03:00;0.0100;165.1000;   60;   14;   26;    0;    1;    1;    0;20.4200;0.0472;    0;   14
2017-01-21 00:04:00;0.0300;165.1300;   60;   19;   22;    0;    1;    1;    0;20.3300;0.0472;    0;    8
2017-01-21 00:05:00;0.0600;165.1900;   60;   27;   36;    0;    1;    1;    0;20.3300;0.1417;    1;    9
2017-01-21 00:06:00;0.0700;165.2600;   60;   51;   43;    2;    1;    1;    0;20.2500;0.1181;    0;    4
2017-01-21 00:07:00;0.1000;165.3600;   60;   18;   56;    2;    0;    1;    0;20.2500;0.1890;    0;    1
2017-01-21 00:08:00;0.0300;165.3900;   60;   24;   36;    1;    1;    1;    0;20.2500;0.0945;    0;    6
2017-01-21 00:09:00;0.1000;165.4900;   60;   20;   38;    0;    1;    1;    0;20.3300;0.1654;    0;    1
2017-01-21 00:10:00;0.1000;165.5900;   60;   33;   51;    2;    1;    1;    0;20.3300;0.3071;    0;    9
2017-01-21 00:11:00;0.0800;165.6700;   60;   33;   51;    1;    1;    1;    0;20.1600;0.1654;    0;    4
2017-01-21 00:12:00;0.0700;165.7400;   60;   26;   51;    1;    1;    1;    0;20.1600;0.1417;    0;    8
2017-01-21 00:13:00;0.0800;165.8200;   60;   38;   49;    1;    1;    1;    0;20.2500;0.1890;    1;   21
2017-01-21 00:14:00;0.0300;165.8500;   60;    6;   23;    1;    0;    1;    0;20.2500;0.0472;    0;    1
2017-01-21 00:15:00;0.0800;165.9300;   60;   38;   33;    1;    1;    1;    0;20.2500;0.0945;    0;    0
2017-01-21 00:16:00;0.2800;166.2100;   60;   28;   42;    2;    1;    1;    0;20.1600;0.5197;    1;   12
2017-01-21 00:17:00;0.1400;166.3500;   60;   45;   58;    1;    1;    1;    0;20.1600;0.4961;    0;    2
2017-01-21 00:18:00;0.1300;166.4800;   60;   51;   55;    1;    1;    1;    0;20.1600;0.2598;    0;    3
2017-01-21 00:19:00;0.1100;166.5900;   60;   45;   42;    2;    1;    1;    0;20.1600;0.2598;    0;    5
2017-01-21 00:20:00;0.0800;166.6700;   60;   27;   32;    0;    1;    1;    0;20.0700;0.1417;    0;    2
2017-01-21 00:21:00;0.1300;166.8000;   60;   39;   50;    0;    1;    1;    0;20.0700;0.2598;    0;    0
2017-01-21 00:22:00;0.1300;166.9300;   60;   28;   74;    2;    0;    1;    0;20.0700;0.3543;    0;    9
2017-01-21 00:23:00;0.0400;166.9700;   60;    6;   50;    0;    0;    1;    0;20.0700;0.0945;    0;   12
2017-01-21 00:24:00;0.0100;166.9800;   60;    0;   28;    0;    0;    1;    0;20.1600;0.0472;    0;   17
2017-01-21 00:25:00;0.0100;166.9900;   60;    0;   11;    0;    0;    0;    0;20.1600;0.0236;    0;   13
2017-01-21 00:26:00;0.0000;166.9900;   60;    0;   15;    0;    0;    1;    0;20.1600;0.0000;    0;   27
2017-01-21 00:27:00;0.0000;166.9900;    0;    0;    7;    0;    0;    0;    0;20.1600;0.0000;    0;   32
2017-01-21 00:28:00;0.0000;166.9900;    0;    0;    0;    0;    0;    0;    0;20.1600;0.0000;    0;   34
2017-01-21 00:29:00;0.0100;167.0000;   60;   16;    0;    0;    1;    0;    0;20.1600;0.0000;    0;    1
2017-01-21 00:30:00;0.0000;167.0000;   60;    2;    0;    0;    0;    0;    0;20.1600;0.0236;    0;    1
